FECHA_UTC,ALTURA,VOLCAN
2020-11-04,1000,SABANCAYA
2020-11-04,1000,SABANCAYA
2020-11-04,1200,SABANCAYA
2020-11-05,800,SABANCAYA
2020-11-05,3000,SABANCAYA
2020-11-05,700,SABANCAYA
2020-11-05,1900,SABANCAYA
2020-11-05,2400,SABANCAYA
2020-11-05,1500,SABANCAYA
2020-11-05,1300,SABANCAYA
2020-11-05,1700,SABANCAYA
2020-11-05,1600,SABANCAYA
2020-11-05,1200,SABANCAYA
2020-11-05,1400,SABANCAYA
2020-11-05,3000,SABANCAYA
2020-11-05,1400,SABANCAYA
2020-11-05,1500,SABANCAYA
2020-11-05,1000,SABANCAYA
2020-11-05,1500,SABANCAYA
2020-11-05,1400,SABANCAYA
2020-11-05,1500,SABANCAYA
2020-11-05,1500,SABANCAYA
2020-11-05,1400,SABANCAYA
2020-11-06,1700,SABANCAYA
2020-11-06,1500,SABANCAYA
2020-11-06,300,SABANCAYA
2020-11-06,1600,SABANCAYA
2020-11-06,2500,SABANCAYA
2020-11-06,2000,SABANCAYA
2020-11-06,1500,SABANCAYA
2020-11-06,1500,SABANCAYA
2020-11-06,1500,SABANCAYA
2020-11-06,800,SABANCAYA
2020-11-06,2700,SABANCAYA
2020-11-06,1400,SABANCAYA
2020-11-06,500,SABANCAYA
2020-11-06,1200,SABANCAYA
2020-11-06,2700,SABANCAYA
2020-11-06,800,SABANCAYA
2020-11-06,1500,SABANCAYA
2020-11-06,1800,SABANCAYA
2020-11-06,1000,SABANCAYA
2020-11-06,500,SABANCAYA
2020-11-07,1500,SABANCAYA
2020-11-07,1500,SABANCAYA
2020-11-07,1000,SABANCAYA
2020-11-07,1000,SABANCAYA
2020-11-07,1600,SABANCAYA
2020-11-07,1800,SABANCAYA
2020-11-07,1500,SABANCAYA
2020-11-07,1400,SABANCAYA
2020-11-07,1600,SABANCAYA
2020-11-07,2400,SABANCAYA
2020-11-07,1800,SABANCAYA
2020-11-07,2000,SABANCAYA
2020-11-07,2500,SABANCAYA
2020-11-07,1500,SABANCAYA
2020-11-07,2000,SABANCAYA
2020-11-07,2000,SABANCAYA
2020-11-07,1000,SABANCAYA
2020-11-07,1200,SABANCAYA
2020-11-09,1100,SABANCAYA
2020-11-09,1400,SABANCAYA
2020-11-09,600,SABANCAYA
2020-11-09,1000,SABANCAYA
2020-11-09,600,SABANCAYA
2020-11-09,2200,SABANCAYA
2020-11-09,600,SABANCAYA
2020-11-09,2500,SABANCAYA
2020-11-09,2100,SABANCAYA
2020-11-10,3000,SABANCAYA
2020-11-10,1000,SABANCAYA
2020-11-10,1000,SABANCAYA
2020-11-10,1000,SABANCAYA
2020-11-10,1000,SABANCAYA
2020-11-10,1000,SABANCAYA
2020-11-10,1500,SABANCAYA
2020-11-10,2380,SABANCAYA
2020-11-10,1500,SABANCAYA
2020-11-10,1000,SABANCAYA
2020-11-10,2500,SABANCAYA
2020-11-10,2000,SABANCAYA
2020-11-10,2500,SABANCAYA
2020-11-10,1000,SABANCAYA
2020-11-10,800,SABANCAYA
2020-11-11,800,SABANCAYA
2020-11-11,1000,SABANCAYA
2020-11-11,1000,SABANCAYA
2020-11-11,900,SABANCAYA
2020-11-11,2050,SABANCAYA
2020-11-11,1250,SABANCAYA
2020-11-11,1000,SABANCAYA
2020-11-11,1550,SABANCAYA
2020-11-11,850,SABANCAYA
2020-11-11,1250,SABANCAYA
2020-11-11,1000,SABANCAYA
2020-11-11,1100,SABANCAYA
2020-11-11,1500,SABANCAYA
2020-11-11,1050,SABANCAYA
2020-11-11,2000,SABANCAYA
2020-11-11,1000,SABANCAYA
2020-11-11,1000,SABANCAYA
2020-11-11,1000,SABANCAYA
2020-11-11,1050,SABANCAYA
2020-11-11,3500,SABANCAYA
2020-11-11,1300,SABANCAYA
2020-11-11,1500,SABANCAYA
2020-11-11,1550,SABANCAYA
2020-11-11,1700,SABANCAYA
2020-11-11,800,SABANCAYA
2020-11-11,1500,SABANCAYA
2020-11-11,1500,SABANCAYA
2020-11-11,1000,SABANCAYA
2020-11-11,1500,SABANCAYA
2020-11-11,2000,SABANCAYA
2020-11-11,1500,SABANCAYA
2020-11-11,1350,SABANCAYA
2020-11-11,1000,SABANCAYA
2020-11-11,700,SABANCAYA
2020-11-11,1750,SABANCAYA
2020-11-11,1350,SABANCAYA
2020-11-11,1500,SABANCAYA
2020-11-11,1470,SABANCAYA
2020-11-12,1500,SABANCAYA
2020-11-12,1100,SABANCAYA
2020-11-12,2000,SABANCAYA
2020-11-12,2000,SABANCAYA
2020-11-12,3250,SABANCAYA
2020-11-12,800,SABANCAYA
2020-11-12,2000,SABANCAYA
2020-11-12,1000,SABANCAYA
2020-11-12,2000,SABANCAYA
2020-11-12,1000,SABANCAYA
2020-11-12,800,SABANCAYA
2020-11-12,900,SABANCAYA
2020-11-12,1000,SABANCAYA
2020-11-12,1000,SABANCAYA
2020-11-12,1300,SABANCAYA
2020-11-12,1500,SABANCAYA
2020-11-12,1100,SABANCAYA
2020-11-12,1500,SABANCAYA
2020-11-12,1000,SABANCAYA
2020-11-12,1500,SABANCAYA
2020-11-12,1100,SABANCAYA
2020-11-12,600,SABANCAYA
2020-11-12,1500,SABANCAYA
2020-11-12,760,SABANCAYA
2020-11-12,1170,SABANCAYA
2020-11-12,900,SABANCAYA
2020-11-12,1700,SABANCAYA
2020-11-12,1600,SABANCAYA
2020-11-12,2000,SABANCAYA
2020-11-12,1500,SABANCAYA
2020-11-13,500,SABANCAYA
2020-11-13,1000,SABANCAYA
2020-11-13,800,SABANCAYA
2020-11-13,700,SABANCAYA
2020-11-13,1000,SABANCAYA
2020-11-13,1000,SABANCAYA
2020-11-13,470,SABANCAYA
2020-11-13,800,SABANCAYA
2020-11-13,1100,SABANCAYA
2020-11-13,700,SABANCAYA
2020-11-13,700,SABANCAYA
2020-11-13,500,SABANCAYA
2020-11-13,1000,SABANCAYA
2020-11-13,500,SABANCAYA
2020-11-13,1000,SABANCAYA
2020-11-13,2200,SABANCAYA
2020-11-13,3000,SABANCAYA
2020-11-13,1000,SABANCAYA
2020-11-13,1300,SABANCAYA
2020-11-13,1100,SABANCAYA
2020-11-13,1000,SABANCAYA
2020-11-13,800,SABANCAYA
2020-11-13,1000,SABANCAYA
2020-11-13,3100,SABANCAYA
2020-11-13,1000,SABANCAYA
2020-11-13,500,SABANCAYA
2020-11-13,2000,SABANCAYA
2020-11-13,1000,SABANCAYA
2020-11-13,1750,SABANCAYA
2020-11-13,1600,SABANCAYA
2020-11-13,2100,SABANCAYA
2020-11-13,800,SABANCAYA
2020-11-13,2500,SABANCAYA
2020-11-13,1500,SABANCAYA
2020-11-13,1500,SABANCAYA
2020-11-13,1600,SABANCAYA
2020-11-13,1000,SABANCAYA
2020-11-14,700,SABANCAYA
2020-11-14,500,SABANCAYA
2020-11-14,500,SABANCAYA
2020-11-14,300,SABANCAYA
2020-11-14,800,SABANCAYA
2020-11-14,800,SABANCAYA
2020-11-14,400,SABANCAYA
2020-11-14,600,SABANCAYA
2020-11-14,900,SABANCAYA
2020-11-14,1000,SABANCAYA
2020-11-14,800,SABANCAYA
2020-11-14,600,SABANCAYA
2020-11-14,1500,SABANCAYA
2020-11-14,700,SABANCAYA
2020-11-14,900,SABANCAYA
2020-11-14,1000,SABANCAYA
2020-11-14,500,SABANCAYA
2020-11-14,1100,SABANCAYA
2020-11-14,1000,SABANCAYA
2020-11-14,1400,SABANCAYA
2020-11-14,1500,SABANCAYA
2020-11-14,3000,SABANCAYA
2020-11-14,2000,SABANCAYA
2020-11-14,2500,SABANCAYA
2020-11-15,500,SABANCAYA
2020-11-15,2200,SABANCAYA
2020-11-15,2000,SABANCAYA
2020-11-15,1500,SABANCAYA
2020-11-15,1200,SABANCAYA
2020-11-15,500,SABANCAYA
2020-11-15,1400,SABANCAYA
2020-11-15,600,SABANCAYA
2020-11-15,1800,SABANCAYA
2020-11-15,400,SABANCAYA
2020-11-15,1700,SABANCAYA
2020-11-15,1100,SABANCAYA
2020-11-15,1300,SABANCAYA
2020-11-15,700,SABANCAYA
2020-11-15,1200,SABANCAYA
2020-11-15,900,SABANCAYA
2020-11-15,3500,SABANCAYA
2020-11-15,1400,SABANCAYA
2020-11-15,700,SABANCAYA
2020-11-16,300,SABANCAYA
2020-11-16,1200,SABANCAYA
2020-11-16,700,SABANCAYA
2020-11-16,1000,SABANCAYA
2020-11-16,1000,SABANCAYA
2020-11-16,500,SABANCAYA
2020-11-16,2200,SABANCAYA
2020-11-16,2800,SABANCAYA
2020-11-16,1000,SABANCAYA
2020-11-16,2200,SABANCAYA
2020-11-16,1300,SABANCAYA
2020-11-16,850,SABANCAYA
2020-11-16,1000,SABANCAYA
2020-11-16,800,SABANCAYA
2020-11-16,1500,SABANCAYA
2020-11-16,1500,SABANCAYA
2020-11-16,1000,SABANCAYA
2020-11-16,1500,SABANCAYA
2020-11-16,1500,SABANCAYA
2020-11-16,1500,SABANCAYA
2020-11-16,900,SABANCAYA
2020-11-16,1000,SABANCAYA
2020-11-16,1500,SABANCAYA
2020-11-16,1200,SABANCAYA
2020-11-16,1000,SABANCAYA
2020-11-16,1400,SABANCAYA
2020-11-16,1300,SABANCAYA
2020-11-16,900,SABANCAYA
2020-11-16,800,SABANCAYA
2020-11-16,1700,SABANCAYA
2020-11-16,1200,SABANCAYA
2020-11-16,2000,SABANCAYA
2020-11-16,1200,SABANCAYA
2020-11-16,1300,SABANCAYA
2020-11-16,1100,SABANCAYA
2020-11-16,1200,SABANCAYA
2020-11-16,2700,SABANCAYA
2020-11-16,1600,SABANCAYA
2020-11-16,1000,SABANCAYA
2020-11-16,1000,SABANCAYA
2020-11-16,900,SABANCAYA
2020-11-16,900,SABANCAYA
2020-11-16,500,SABANCAYA
2020-11-17,1500,SABANCAYA
2020-11-17,1000,SABANCAYA
2020-11-17,900,SABANCAYA
2020-11-17,500,SABANCAYA
2020-11-17,1400,SABANCAYA
2020-11-17,800,SABANCAYA
2020-11-17,2000,SABANCAYA
2020-11-17,1200,SABANCAYA
2020-11-17,1100,SABANCAYA
2020-11-17,600,SABANCAYA
2020-11-17,1500,SABANCAYA
2020-11-17,1000,SABANCAYA
2020-11-17,1000,SABANCAYA
2020-11-17,1200,SABANCAYA
2020-11-17,1500,SABANCAYA
2020-11-17,700,SABANCAYA
2020-11-17,800,SABANCAYA
2020-11-17,1200,SABANCAYA
2020-11-17,400,SABANCAYA
2020-11-17,1100,SABANCAYA
2020-11-17,500,SABANCAYA
2020-11-17,2000,SABANCAYA
2020-11-17,750,SABANCAYA
2020-11-17,1750,SABANCAYA
2020-11-17,500,SABANCAYA
2020-11-17,550,SABANCAYA
2020-11-17,1700,SABANCAYA
2020-11-17,1150,SABANCAYA
2020-11-17,550,SABANCAYA
2020-11-17,1050,SABANCAYA
2020-11-17,2150,SABANCAYA
2020-11-17,2300,SABANCAYA
2020-11-18,1500,SABANCAYA
2020-11-18,1700,SABANCAYA
2020-11-18,700,SABANCAYA
2020-11-18,1000,SABANCAYA
2020-11-18,1000,SABANCAYA
2020-11-18,2000,SABANCAYA
2020-11-18,700,SABANCAYA
2020-11-18,800,SABANCAYA
2020-11-18,2000,SABANCAYA
2020-11-18,1000,SABANCAYA
2020-11-18,1500,SABANCAYA
2020-11-18,2800,SABANCAYA
2020-11-18,1500,SABANCAYA
2020-11-18,1100,SABANCAYA
2020-11-18,1850,SABANCAYA
2020-11-18,1100,SABANCAYA
2020-11-18,1500,SABANCAYA
2020-11-18,1000,SABANCAYA
2020-11-18,1500,SABANCAYA
2020-11-18,600,SABANCAYA
2020-11-18,1100,SABANCAYA
2020-11-18,1000,SABANCAYA
2020-11-18,800,SABANCAYA
2020-11-19,1800,SABANCAYA
2020-11-19,1900,SABANCAYA
2020-11-19,1000,SABANCAYA
2020-11-19,1100,SABANCAYA
2020-11-19,1500,SABANCAYA
2020-11-19,1000,SABANCAYA
2020-11-19,1250,SABANCAYA
2020-11-19,1000,SABANCAYA
2020-11-19,1500,SABANCAYA
2020-11-19,2800,SABANCAYA
2020-11-19,500,SABANCAYA
2020-11-19,400,SABANCAYA
2020-11-19,1500,SABANCAYA
2020-11-19,2500,SABANCAYA
2020-11-19,1000,SABANCAYA
2020-11-21,1000,SABANCAYA
2020-11-21,1100,SABANCAYA
2020-11-21,2000,SABANCAYA
2020-11-21,1500,SABANCAYA
2020-11-21,1700,SABANCAYA
2020-11-21,2000,SABANCAYA
2020-11-21,1500,SABANCAYA
2020-11-21,500,SABANCAYA
2020-11-21,1500,SABANCAYA
2020-11-21,1500,SABANCAYA
2020-11-21,1400,SABANCAYA
2020-11-21,1000,SABANCAYA
2020-11-21,1200,SABANCAYA
2020-11-21,1500,SABANCAYA
2020-11-21,2650,SABANCAYA
2020-11-21,2900,SABANCAYA
2020-11-21,750,SABANCAYA
2020-11-21,3000,SABANCAYA
2020-11-21,2000,SABANCAYA
2020-11-21,2000,SABANCAYA
2020-11-21,2000,SABANCAYA
2020-11-21,3000,SABANCAYA
2020-11-21,3000,SABANCAYA
2020-11-22,1500,SABANCAYA
2020-11-22,1500,SABANCAYA
2020-11-22,1100,SABANCAYA
2020-11-22,1500,SABANCAYA
2020-11-22,700,SABANCAYA
2020-11-22,1500,SABANCAYA
2020-11-22,1500,SABANCAYA
2020-11-22,1300,SABANCAYA
2020-11-22,1500,SABANCAYA
2020-11-22,2100,SABANCAYA
2020-11-22,1200,SABANCAYA
2020-11-22,1200,SABANCAYA
2020-11-22,1500,SABANCAYA
2020-11-22,1000,SABANCAYA
2020-11-22,600,SABANCAYA
2020-11-22,1400,SABANCAYA
2020-11-22,1500,SABANCAYA
2020-11-22,1500,SABANCAYA
2020-11-22,1500,SABANCAYA
2020-11-22,1000,SABANCAYA
2020-11-22,1000,SABANCAYA
2020-11-22,1000,SABANCAYA
2020-11-22,1500,SABANCAYA
2020-11-22,1400,SABANCAYA
2020-11-22,1100,SABANCAYA
2020-11-22,1500,SABANCAYA
2020-11-22,500,SABANCAYA
2020-11-22,2000,SABANCAYA
2020-11-22,1500,SABANCAYA
2020-11-22,1700,SABANCAYA
2020-11-22,600,SABANCAYA
2020-11-22,1000,SABANCAYA
2020-11-22,1250,SABANCAYA
2020-11-22,1000,SABANCAYA
2020-11-22,1300,SABANCAYA
2020-11-22,900,SABANCAYA
2020-11-23,1500,SABANCAYA
2020-11-23,1600,SABANCAYA
2020-11-23,1600,SABANCAYA
2020-11-23,2000,SABANCAYA
2020-11-23,1500,SABANCAYA
2020-11-23,2200,SABANCAYA
2020-11-23,2300,SABANCAYA
2020-11-23,1500,SABANCAYA
2020-11-23,2000,SABANCAYA
2020-11-23,3000,SABANCAYA
2020-11-23,1500,SABANCAYA
2020-11-23,2500,SABANCAYA
2020-11-23,2000,SABANCAYA
2020-11-23,2000,SABANCAYA
2020-11-23,2100,SABANCAYA
2020-11-23,1500,SABANCAYA
2020-11-23,1500,SABANCAYA
2020-11-23,1500,SABANCAYA
2020-11-24,1000,SABANCAYA
2020-11-24,2000,SABANCAYA
2020-11-24,1000,SABANCAYA
2020-11-24,1600,SABANCAYA
2020-11-24,1000,SABANCAYA
2020-11-24,500,SABANCAYA
2020-11-24,800,SABANCAYA
2020-11-24,1500,SABANCAYA
2020-11-24,2000,SABANCAYA
2020-11-24,2000,SABANCAYA
2020-11-24,500,SABANCAYA
2020-11-24,900,SABANCAYA
2020-11-25,4000,SABANCAYA
2020-11-25,800,SABANCAYA
2020-11-25,1500,SABANCAYA
2020-11-25,700,SABANCAYA
2020-11-25,1300,SABANCAYA
2020-11-25,1000,SABANCAYA
2020-11-25,500,SABANCAYA
2020-11-25,3500,SABANCAYA
2020-11-25,2800,SABANCAYA
2020-11-25,3000,SABANCAYA
2020-11-25,2300,SABANCAYA
2020-11-25,1000,SABANCAYA
2020-11-25,1500,SABANCAYA
2020-11-25,1500,SABANCAYA
2020-11-25,1500,SABANCAYA
2020-11-25,1500,SABANCAYA
2020-11-26,2500,SABANCAYA
2020-11-26,2000,SABANCAYA
2020-11-26,500,SABANCAYA
2020-11-26,1800,SABANCAYA
2020-11-26,1800,SABANCAYA
2020-11-26,1500,SABANCAYA
2020-11-26,2000,SABANCAYA
2020-11-26,400,SABANCAYA
2020-11-26,500,SABANCAYA
2020-11-26,1300,SABANCAYA
2020-11-26,1000,SABANCAYA
2020-11-26,1500,SABANCAYA
2020-11-26,1500,SABANCAYA
2020-11-26,800,SABANCAYA
2020-11-27,400,SABANCAYA
2020-11-27,400,SABANCAYA
2020-11-27,600,SABANCAYA
2020-11-27,500,SABANCAYA
2020-11-27,1100,SABANCAYA
2020-11-27,600,SABANCAYA
2020-11-27,1000,SABANCAYA
2020-11-27,1200,SABANCAYA
2020-11-27,300,SABANCAYA
2020-11-27,1000,SABANCAYA
2020-11-27,500,SABANCAYA
2020-11-27,1000,SABANCAYA
2020-11-27,800,SABANCAYA
2020-11-27,1000,SABANCAYA
2020-11-27,1400,SABANCAYA
2020-11-27,1000,SABANCAYA
2020-11-27,800,SABANCAYA
2020-11-27,1500,SABANCAYA
2020-11-27,1500,SABANCAYA
2020-11-27,1000,SABANCAYA
2020-11-27,1000,SABANCAYA
2020-11-27,1300,SABANCAYA
2020-11-27,1500,SABANCAYA
2020-11-27,2300,SABANCAYA
2020-11-27,1000,SABANCAYA
2020-11-28,700,SABANCAYA
2020-11-28,700,SABANCAYA
2020-11-28,600,SABANCAYA
2020-11-28,500,SABANCAYA
2020-11-28,1000,SABANCAYA
2020-11-28,1000,SABANCAYA
2020-11-28,700,SABANCAYA
2020-11-28,700,SABANCAYA
2020-11-28,1000,SABANCAYA
2020-11-28,700,SABANCAYA
2020-11-28,1000,SABANCAYA
2020-11-29,450,SABANCAYA
2020-11-29,350,SABANCAYA
2020-11-29,250,SABANCAYA
2020-11-29,550,SABANCAYA
2020-11-29,500,SABANCAYA
2020-11-29,1550,SABANCAYA
2020-11-30,500,SABANCAYA
2020-11-30,650,SABANCAYA
2020-11-30,100,SABANCAYA
2020-11-30,600,SABANCAYA
2020-11-30,1300,SABANCAYA
2020-11-30,1000,SABANCAYA
2020-11-30,600,SABANCAYA
2020-11-30,150,SABANCAYA
2020-11-30,1150,SABANCAYA
2020-11-30,1050,SABANCAYA
2020-11-30,600,SABANCAYA
2020-11-30,800,SABANCAYA
2020-11-30,600,SABANCAYA
2020-11-30,550,SABANCAYA
2020-11-30,550,SABANCAYA
2020-11-30,600,SABANCAYA
2020-11-30,1150,SABANCAYA
2020-11-30,550,SABANCAYA
2020-11-30,950,SABANCAYA
2020-11-30,1200,SABANCAYA
2020-11-30,550,SABANCAYA
2020-11-30,650,SABANCAYA
2020-11-30,1050,SABANCAYA
2020-11-30,750,SABANCAYA
2020-11-30,1050,SABANCAYA
2020-11-30,650,SABANCAYA
2020-12-01,600,SABANCAYA
2020-12-01,500,SABANCAYA
2020-12-01,500,SABANCAYA
2020-12-01,700,SABANCAYA
2020-12-01,500,SABANCAYA
2020-12-01,500,SABANCAYA
2020-12-01,1000,SABANCAYA
2020-12-01,1000,SABANCAYA
2020-12-01,500,SABANCAYA
2020-12-01,1100,SABANCAYA
2020-12-01,1550,SABANCAYA
2020-12-01,700,SABANCAYA
2020-12-01,1100,SABANCAYA
2020-12-01,1100,SABANCAYA
2020-12-01,1500,SABANCAYA
2020-12-01,1000,SABANCAYA
2020-12-01,1000,SABANCAYA
2020-12-01,600,SABANCAYA
2020-12-02,200,SABANCAYA
2020-12-02,300,SABANCAYA
2020-12-02,500,SABANCAYA
2020-12-02,700,SABANCAYA
2020-12-02,500,SABANCAYA
2020-12-02,500,SABANCAYA
2020-12-02,300,SABANCAYA
2020-12-02,300,SABANCAYA
2020-12-02,600,SABANCAYA
2020-12-02,700,SABANCAYA
2020-12-02,800,SABANCAYA
2020-12-02,800,SABANCAYA
2020-12-02,1200,SABANCAYA
2020-12-02,1000,SABANCAYA
2020-12-02,1200,SABANCAYA
2020-12-02,1000,SABANCAYA
2020-12-03,1000,SABANCAYA
2020-12-03,1200,SABANCAYA
2020-12-03,500,SABANCAYA
2020-12-03,1300,SABANCAYA
2020-12-03,800,SABANCAYA
2020-12-03,1500,SABANCAYA
2020-12-03,1000,SABANCAYA
2020-12-03,2000,SABANCAYA
2020-12-03,1800,SABANCAYA
2020-12-03,1800,SABANCAYA
2020-12-03,1900,SABANCAYA
2020-12-03,1500,SABANCAYA
2020-12-03,1500,SABANCAYA
2020-12-03,1500,SABANCAYA
2020-12-03,1500,SABANCAYA
2020-12-03,1000,SABANCAYA
2020-12-03,1000,SABANCAYA
2020-12-03,1000,SABANCAYA
2020-12-04,1500,SABANCAYA
2020-12-04,1500,SABANCAYA
2020-12-04,2500,SABANCAYA
2020-12-04,1500,SABANCAYA
2020-12-04,1500,SABANCAYA
2020-12-04,500,SABANCAYA
2020-12-04,1500,SABANCAYA
2020-12-04,1000,SABANCAYA
2020-12-04,2000,SABANCAYA
2020-12-04,1000,SABANCAYA
2020-12-04,2300,SABANCAYA
2020-12-04,1500,SABANCAYA
2020-12-04,1300,SABANCAYA
2020-12-04,1500,SABANCAYA
2020-12-04,1500,SABANCAYA
2020-12-04,500,SABANCAYA
2020-12-04,2200,SABANCAYA
2020-12-05,1000,SABANCAYA
2020-12-06,1400,SABANCAYA
2020-12-06,1500,SABANCAYA
2020-12-06,1400,SABANCAYA
2020-12-06,760,SABANCAYA
2020-12-06,2000,SABANCAYA
2020-12-06,1500,SABANCAYA
2020-12-06,1500,SABANCAYA
2020-12-06,1500,SABANCAYA
2020-12-07,500,SABANCAYA
2020-12-07,500,SABANCAYA
2020-12-07,700,SABANCAYA
2020-12-07,500,SABANCAYA
2020-12-08,500,SABANCAYA
2020-12-08,1700,SABANCAYA
2020-12-08,1200,SABANCAYA
2020-12-08,500,SABANCAYA
2020-12-08,1000,SABANCAYA
2020-12-08,700,SABANCAYA
2020-12-08,500,SABANCAYA
2020-12-08,500,SABANCAYA
2020-12-08,1000,SABANCAYA
2020-12-08,1000,SABANCAYA
2020-12-08,800,SABANCAYA
2020-12-09,1300,SABANCAYA
2020-12-09,1500,SABANCAYA
2020-12-09,2200,SABANCAYA
2020-12-09,700,SABANCAYA
2020-12-09,1000,SABANCAYA
2020-12-09,1200,SABANCAYA
2020-12-09,2800,SABANCAYA
2020-12-09,800,SABANCAYA
2020-12-09,1500,SABANCAYA
2020-12-09,800,SABANCAYA
2020-12-09,1000,SABANCAYA
2020-12-09,1300,SABANCAYA
2020-12-09,1000,SABANCAYA
2020-12-09,2000,SABANCAYA
2020-12-09,1300,SABANCAYA
2020-12-09,1000,SABANCAYA
2020-12-09,1600,SABANCAYA
2020-12-09,2000,SABANCAYA
2020-12-09,1500,SABANCAYA
2020-12-09,1500,SABANCAYA
2020-12-09,2300,SABANCAYA
2020-12-09,2500,SABANCAYA
2020-12-09,1800,SABANCAYA
2020-12-09,800,SABANCAYA
2020-12-10,1000,SABANCAYA
2020-12-10,1000,SABANCAYA
2020-12-10,1000,SABANCAYA
2020-12-10,1400,SABANCAYA
2020-12-10,1000,SABANCAYA
2020-12-10,1000,SABANCAYA
2020-12-10,1700,SABANCAYA
2020-12-10,1400,SABANCAYA
2020-12-10,500,SABANCAYA
2020-12-10,1500,SABANCAYA
2020-12-10,1300,SABANCAYA
2020-12-10,1300,SABANCAYA
2020-12-10,1000,SABANCAYA
2020-12-10,600,SABANCAYA
2020-12-10,1100,SABANCAYA
2020-12-10,1300,SABANCAYA
2020-12-11,900,SABANCAYA
2020-12-11,800,SABANCAYA
2020-12-11,1000,SABANCAYA
2020-12-11,500,SABANCAYA
2020-12-11,1000,SABANCAYA
2020-12-11,1000,SABANCAYA
2020-12-11,900,SABANCAYA
2020-12-11,800,SABANCAYA
2020-12-11,600,SABANCAYA
2020-12-12,1000,SABANCAYA
2020-12-12,400,SABANCAYA
2020-12-12,600,SABANCAYA
2020-12-12,600,SABANCAYA
2020-12-12,900,SABANCAYA
2020-12-13,500,SABANCAYA
2020-12-13,500,SABANCAYA
2020-12-13,400,SABANCAYA
2020-12-13,1300,SABANCAYA
2020-12-13,800,SABANCAYA
2020-12-13,1100,SABANCAYA
2020-12-13,800,SABANCAYA
2020-12-13,800,SABANCAYA
2020-12-13,1100,SABANCAYA
2020-12-13,600,SABANCAYA
2020-12-13,1400,SABANCAYA
2020-12-13,1150,SABANCAYA
2020-12-13,500,SABANCAYA
2020-12-13,1380,SABANCAYA
2020-12-13,1200,SABANCAYA
2020-12-13,2000,SABANCAYA
2020-12-14,350,SABANCAYA
2020-12-14,500,SABANCAYA
2020-12-14,350,SABANCAYA
2020-12-14,550,SABANCAYA
2020-12-14,400,SABANCAYA
2020-12-14,1150,SABANCAYA
2020-12-14,1000,SABANCAYA
2020-12-14,950,SABANCAYA
2020-12-14,1350,SABANCAYA
2020-12-14,500,SABANCAYA
2020-12-14,1290,SABANCAYA
2020-12-14,600,SABANCAYA
2020-12-14,180,SABANCAYA
2020-12-14,2300,SABANCAYA
2020-12-14,2150,SABANCAYA
2020-12-14,950,SABANCAYA
2020-12-14,1350,SABANCAYA
2020-12-14,1550,SABANCAYA
2020-12-14,2150,SABANCAYA
2020-12-14,1500,SABANCAYA
2020-12-14,750,SABANCAYA
2020-12-14,1400,SABANCAYA
2020-12-14,1700,SABANCAYA
2020-12-14,2000,SABANCAYA
2020-12-15,200,SABANCAYA
2020-12-15,300,SABANCAYA
2020-12-15,600,SABANCAYA
2020-12-15,200,SABANCAYA
2020-12-15,600,SABANCAYA
2020-12-15,1100,SABANCAYA
2020-12-15,480,SABANCAYA
2020-12-15,600,SABANCAYA
2020-12-15,670,SABANCAYA
2020-12-15,1100,SABANCAYA
2020-12-15,800,SABANCAYA
2020-12-15,200,SABANCAYA
2020-12-15,500,SABANCAYA
2020-12-15,550,SABANCAYA
2020-12-15,900,SABANCAYA
2020-12-15,700,SABANCAYA
2020-12-15,1100,SABANCAYA
2020-12-15,600,SABANCAYA
2020-12-15,700,SABANCAYA
2020-12-15,900,SABANCAYA
2020-12-15,1000,SABANCAYA
2020-12-15,1500,SABANCAYA
2020-12-16,1000,SABANCAYA
2020-12-16,1000,SABANCAYA
2020-12-16,1600,SABANCAYA
2020-12-16,1200,SABANCAYA
2020-12-16,1500,SABANCAYA
2020-12-16,1200,SABANCAYA
2020-12-16,1400,SABANCAYA
2020-12-16,1800,SABANCAYA
2020-12-16,2000,SABANCAYA
2020-12-16,1800,SABANCAYA
2020-12-16,2100,SABANCAYA
2020-12-16,2500,SABANCAYA
2020-12-17,500,SABANCAYA
2020-12-17,800,SABANCAYA
2020-12-17,1700,SABANCAYA
2020-12-17,1700,SABANCAYA
2020-12-18,1000,SABANCAYA
2020-12-18,800,SABANCAYA
2020-12-18,500,SABANCAYA
2020-12-18,1000,SABANCAYA
2020-12-18,1200,SABANCAYA
2020-12-18,1500,SABANCAYA
2020-12-18,1800,SABANCAYA
2020-12-19,800,SABANCAYA
2020-12-19,900,SABANCAYA
2020-12-19,1000,SABANCAYA
2020-12-19,800,SABANCAYA
2020-12-19,1000,SABANCAYA
2020-12-19,1400,SABANCAYA
2020-12-19,1000,SABANCAYA
2020-12-20,1500,SABANCAYA
2020-12-20,2000,SABANCAYA
2020-12-20,1500,SABANCAYA
2020-12-20,2000,SABANCAYA
2020-12-20,2000,SABANCAYA
2020-12-20,2000,SABANCAYA
2020-12-20,2600,SABANCAYA
2020-12-20,2500,SABANCAYA
2020-12-20,3500,SABANCAYA
2020-12-21,1000,SABANCAYA
2020-12-23,500,SABANCAYA
2020-12-23,1200,SABANCAYA
2020-12-23,1500,SABANCAYA
2020-12-23,2000,SABANCAYA
2020-12-23,2800,SABANCAYA
2020-12-25,1000,SABANCAYA
2020-12-25,500,SABANCAYA
